Player,Pos,Squad,Age,MP,Min,Gls,Ast,xG,SoT
Mahamadou Nagida,DF,Rennes,19.0,12,430,2,0,1.5,3
Keito Nakamura,"FW,MF",Reims,24.0,32,2649,11,2,9.1,32
Sebastian Nanasi,"MF,FW",Strasbourg,22.0,31,2107,6,4,6.5,12
Yael Nandjou,DF,Nice,19.0,3,154,0,0,0.2,0
Nikolas Nartey,MF,Stuttgart,24.0,1,22,0,0,0.0,0
Matija Nastasić,DF,Leganés,31.0,26,2110,1,0,0.1,1
Natan,DF,Betis,23.0,31,2175,1,1,0.3,4
Pau Navarro,DF,Villarreal,19.0,17,916,0,0,0.0,0
Roberto Navarro,"MF,FW",Mallorca,22.0,23,1278,1,0,2.0,6
Jesús Navas,"FW,MF",Sevilla,38.0,15,424,1,0,0.5,2
Michel Ndary Adopo,MF,Cagliari,24.0,35,2409,1,1,1.1,4
Youssouf Ndayishimiye,DF,Nice,25.0,23,1932,3,0,0.9,4
Iliman Ndiaye,FW,Everton,24.0,33,2430,9,0,6.2,15
Junior Ndiaye,FW,Montpellier,19.0,15,441,0,0,0.5,2
Rassoul Ndiaye,MF,Le Havre,22.0,27,1061,1,0,1.7,5
Wilfred Ndidi,MF,Leicester City,27.0,28,2324,0,5,2.0,8
Wilfried Ndollo,DF,Montpellier,19.0,8,401,0,0,0.0,0
Tanguy Ndombele,MF,Nice,27.0,18,1131,1,2,2.4,2
Cher Ndour,"MF,DF",Fiorentina,20.0,9,406,0,0,0.1,0
Dan Ndoye,FW,Bologna,23.0,30,2143,8,4,7.0,17
Paul Nebel,MF,Mainz 05,21.0,31,2345,10,4,5.8,18
Kosta Nedeljković,DF,Aston Villa,18.0,5,126,0,0,0.0,0
Kosta Nedeljković,DF,RB Leipzig,18.0,10,479,0,0,0.5,0
Loïc Nego,"DF,FW",Le Havre,33.0,31,2459,0,0,0.8,2
Ivan Nekić,DF,Holstein Kiel,23.0,1,71,0,0,0.0,0
Reiss Nelson,FW,Arsenal,24.0,1,3,0,0,0.0,0
Reiss Nelson,FW,Fulham,24.0,11,487,1,1,1.1,6
Victor Nelsson,DF,Roma,25.0,4,187,0,0,0.0,0
David Nemeth,DF,St. Pauli,23.0,24,2137,0,1,0.2,1
David Neres,FW,Napoli,27.0,28,1283,2,4,2.7,7
Neto,GK,Bournemouth,35.0,2,180,0,0,0.0,0
Pedro Neto,FW,Chelsea,24.0,35,2269,4,6,3.5,17
Luca Netz,DF,Gladbach,21.0,24,969,0,2,0.2,0
Manuel Neuer,GK,Bayern Munich,38.0,22,1980,0,0,0.0,0
Florian Neuhaus,MF,Gladbach,27.0,18,382,0,1,0.6,3
João Neves,"MF,DF",Paris S-G,19.0,29,1844,3,8,3.0,11
Yvan Neyou,MF,Leganés,27.0,30,2312,1,1,0.6,3
Cyril Ngonge,FW,Napoli,24.0,18,216,0,0,0.7,6
Mikayil Ngor Faye,DF,Rennes,20.0,11,688,0,0,0.4,3
Steve Ngoura,FW,Le Havre,19.0,8,289,0,0,1.3,2
Bernard Nguene,FW,Nice,17.0,1,13,0,0,0.0,0
Moussa Niakhate,DF,Lyon,28.0,31,2726,0,0,0.1,1
Abdoulaye Niakhate Ndiaye,DF,Brest,22.0,22,1707,1,0,1.0,2
Ibrahima Niane,FW,Angers,25.0,24,943,3,1,5.7,10
Tanguy Nianzou,DF,Sevilla,22.0,6,518,0,0,0.2,0
Rasmus Nicolaisen,DF,Toulouse,27.0,7,623,0,1,0.4,0
Moritz Nicolas,GK,Gladbach,26.0,19,1639,0,0,0.0,0
Hans Nicolussi Caviglia,MF,Venezia,24.0,35,2861,4,2,2.4,20
Julian Niehues,MF,Heidenheim,23.0,8,154,0,0,0.2,1
Oliver Nielsen,DF,Lazio,21.0,2,35,0,0,0.0,0
Saúl Ñíguez,MF,Sevilla,29.0,24,1553,1,6,2.8,9
Eybi Nije,"FW,MF",Torino,19.0,16,394,1,0,1.5,5
Tamás Nikitscher,"MF,DF",Valladolid,24.0,13,858,0,0,0.1,1
Adrian Niño,FW,Atlético Madrid,20.0,1,12,0,0,0.2,0
Justin Njinmah,"FW,MF",Werder Bremen,23.0,26,952,3,2,3.7,8
Eddie Nketiah,"FW,MF",Crystal Palace,25.0,29,1034,3,1,5.8,16
Niels Nkounkou,"DF,MF",Eint Frankfurt,23.0,12,382,0,0,0.2,0
Christopher Nkunku,FW,Chelsea,26.0,27,921,3,2,4.8,11
Felix Nmecha,MF,Dortmund,23.0,26,1509,4,1,1.3,6
Lukas Nmecha,"FW,MF",Wolfsburg,25.0,19,467,3,0,4.5,9
Arnaud Nordin,FW,Montpellier,26.0,16,1166,4,1,4.1,11
Arnaud Nordin,"DF,MF",Mainz 05,26.0,6,80,0,0,0.0,0
Brooke Norton-Cuffy,"DF,FW",Genoa,20.0,14,719,0,0,0.3,2
Tijjani Noslin,"FW,MF",Lazio,25.0,30,861,2,2,2.0,6
Hugo Novoa,"DF,MF",Alavés,21.0,5,237,0,0,0.5,0
Plamedi Nsingi,MF,Nantes,23.0,1,16,0,0,0.2,1
Randy Nteka,FW,Rayo Vallecano,26.0,24,1129,3,0,2.6,8
Ernest Nuamah,"FW,MF",Lyon,20.0,23,1052,3,1,2.2,13
Alexander Nübel,GK,Stuttgart,27.0,34,3060,0,1,0.0,0
Gustavo Nunes,"FW,MF",Brentford,18.0,3,12,0,0,0.0,0
Matheus Nunes,"DF,MF",Manchester City,25.0,26,1674,1,6,1.2,4
Darwin Núñez,FW,Liverpool,25.0,30,1133,5,2,5.8,13
Unai Núñez,DF,Athletic Club,27.0,10,645,0,0,0.2,0
Antonio Nusa,"MF,DF",RB Leipzig,19.0,25,1558,3,3,1.6,7
Ethan Nwaneri,"FW,MF",Arsenal,17.0,26,895,4,2,1.2,9
Ørjan Nyland,GK,Sevilla,33.0,30,2673,0,0,0.0,0
Allan Nyom,"DF,MF",Getafe,36.0,20,887,1,2,0.5,4
Rabby Nzingoula,MF,Montpellier,18.0,27,1689,1,0,1.0,6
M'Bala Nzola,FW,Lens,27.0,21,1460,6,1,8.6,18
Marwann Nzuzi,DF,Saint-Étienne,20.0,2,125,0,0,0.0,1
Christian Nørgaard,MF,Brentford,30.0,34,2819,5,4,4.3,15
Jake O'Brien,DF,Everton,23.0,20,1571,2,0,0.8,3
Matt O'Riley,MF,Brighton,23.0,21,938,2,2,2.8,6
Dara O'Shea,DF,Ipswich Town,25.0,35,3122,0,2,1.3,2
Adam Obert,DF,Cagliari,21.0,21,1077,1,1,0.9,2
Chidozie Obi-Martin,FW,Manchester Utd,16.0,7,165,0,0,0.7,1
Jan Oblak,GK,Atlético Madrid,31.0,36,3240,0,0,0.0,0
Lucas Ocampos,FW,Sevilla,30.0,2,175,0,1,0.2,2
Jens Odgaard,"MF,FW",Bologna,25.0,29,1952,6,1,3.6,22
Wilson Odobert,"FW,MF",Tottenham,19.0,16,850,1,0,1.6,4
David Odogu,DF,Wolfsburg,18.0,3,195,0,0,0.2,0
Álvaro Odriozola,DF,Real Sociedad,28.0,2,43,0,0,0.0,0
Tim Oermann,DF,Bochum,20.0,29,2213,0,2,0.2,0
Chiedozie Ogbene,FW,Ipswich Town,27.0,5,238,0,0,0.0,0
Ifechukwu Ogbus,DF,Freiburg,18.0,2,19,0,0,0.0,0
Thiago Ojeda,MF,Villarreal,21.0,1,8,0,0,0.0,0
Hamzat Ojediran,"MF,FW",Lens,20.0,17,416,1,0,0.6,3
Noah Okafor,FW,Milan,24.0,11,414,1,0,1.5,7
Noah Okafor,"FW,MF",Napoli,24.0,4,40,0,0,0.0,0
Caleb Okoli,DF,Leicester City,23.0,19,1125,1,0,0.6,2
Yllan Okou,DF,Hellas Verona,21.0,1,2,0,0,0.0,0
Maduka Okoye,GK,Udinese,24.0,25,2250,0,0,0.0,0
Joseph Okumu,DF,Reims,27.0,22,1695,1,0,1.0,2
Aingeru Olabarrieta,FW,Athletic Club,18.0,1,54,0,0,0.0,0
Kazeem Olaigbe,"MF,FW",Rennes,21.0,10,299,0,2,0.3,2
Olasagasti,MF,Real Sociedad,23.0,22,857,1,1,0.9,2
Ben Old,"FW,MF",Saint-Étienne,21.0,13,528,0,0,1.0,2
Finn Ole Becker,MF,Hoffenheim,24.0,13,670,0,1,0.1,2
Michael Olise,"FW,MF",Bayern Munich,22.0,34,2334,12,15,9.7,36
Brian Oliván,DF,Espanyol,30.0,17,1017,0,1,0.4,1
Lucas Oliveira Rosa,DF,Valladolid,24.0,21,1890,0,1,0.9,3
Mathías Olivera,DF,Napoli,26.0,32,2370,0,2,1.1,2
Dani Olmo,"MF,FW",Barcelona,26.0,25,1212,10,3,6.5,15
Robin Olsen,GK,Aston Villa,34.0,4,226,0,0,0.0,0
Warmed Omari,DF,Lyon,24.0,1,8,0,0,0.0,0
Becir Omeragic,DF,Montpellier,22.0,22,1799,0,0,0.3,3
Jonas Omlin,GK,Gladbach,30.0,12,978,0,0,0.0,0
Andrew Omobamidele,DF,Strasbourg,22.0,10,539,0,0,0.0,0
Ado Onaiwu,"MF,FW",Auxerre,28.0,31,957,4,1,4.0,14
Amadou Onana,MF,Aston Villa,22.0,26,1617,3,0,2.1,6
André Onana,GK,Manchester Utd,28.0,34,3060,0,0,0.0,0
Jean Onana,MF,Genoa,24.0,9,304,0,0,0.0,0
Jacob Ondrejka,"MF,FW",Parma,21.0,12,422,5,0,1.3,10
Karim Onisiwo,"MF,FW",Mainz 05,32.0,6,110,0,0,0.1,0
Paul Onuachu,FW,Southampton,30.0,25,1050,4,1,3.6,15
Frank Onyeka,MF,Brentford,26.0,2,25,0,0,0.0,0
Frank Onyeka,MF,Augsburg,26.0,31,2586,0,1,1.4,6
Loïs Openda,"FW,MF",RB Leipzig,24.0,33,2453,9,5,9.0,31
Christopher Operi,"DF,FW",Le Havre,27.0,13,1169,0,2,0.3,1
Fredrik Oppegard,DF,Auxerre,21.0,9,273,0,0,0.1,1
Victor Orakpo,FW,Nice,18.0,4,36,0,0,0.3,0
Ike Orazi,MF,Reims,17.0,1,3,0,0,0.0,0
Gift Orban,"FW,DF",Lyon,22.0,3,186,2,0,1.2,3
Gift Orban,FW,Hoffenheim,22.0,13,687,4,0,3.4,4
Willi Orban,DF,RB Leipzig,31.0,25,2222,5,0,4.0,7
Ivan Ordets,DF,Bochum,32.0,22,1861,0,0,0.7,0
Lewis Orford,MF,West Ham,18.0,2,49,0,0,0.0,0
Gaetano Oristanio,"FW,MF",Venezia,21.0,37,2315,3,3,4.1,12
Aimar Oroz,MF,Osasuna,22.0,37,2966,5,4,4.2,15
Riccardo Orsolini,FW,Bologna,27.0,30,1878,15,4,10.1,25
Stefan Ortega,GK,Manchester City,31.0,13,1100,0,0,0.0,0
Ángel Ortíz,DF,Betis,20.0,5,353,0,1,0.0,0
Gabriel Osei Misehouy,"FW,MF",Girona,19.0,9,257,1,0,0.9,2
Gabriel Osho,DF,Auxerre,25.0,20,1654,1,0,1.0,3
Yordan Osorio,DF,Parma,30.0,3,172,0,0,0.0,0
Patrick Osterhage,MF,Freiburg,24.0,30,2267,1,0,1.7,3
William Osula,FW,Newcastle Utd,20.0,14,134,1,0,0.2,1
Jibril Othman,FW,Saint-Étienne,20.0,1,5,0,0,0.0,0
Sebastian Otoa,DF,Genoa,20.0,3,179,0,0,0.0,0
David Otorbi,MF,Valencia,16.0,1,14,0,0,0.0,0
Dango Ouattara,FW,Bournemouth,22.0,32,2005,7,4,8.4,20
Guimissongui Ouattara,"DF,FW",Strasbourg,18.0,17,471,1,1,0.3,2
Kassoum Ouattara,"DF,FW",Monaco,19.0,12,391,0,1,0.2,1
Remi Oudin,"MF,FW",Lecce,27.0,11,299,0,0,0.1,1
Assan Ouedraogo,MF,RB Leipzig,18.0,3,50,0,0,0.1,0
Zinédine Ould Khaled,MF,Angers,24.0,10,343,0,0,0.0,1
Cheick Oumar Conde,MF,Venezia,24.0,9,151,0,0,0.0,0
Jesús Owono,GK,Alavés,23.0,6,487,0,0,0.0,0
Beres Owusu,DF,Saint-Étienne,20.0,1,90,0,0,0.0,0
Elisha Owusu,MF,Auxerre,26.0,28,2344,1,3,0.4,3
Mikel Oyarzabal,FW,Real Sociedad,27.0,35,2250,9,3,9.9,13
Daniel Oyegoke,DF,Hellas Verona,21.0,5,103,0,0,0.0,0
Salih Özcan,MF,Wolfsburg,26.0,11,353,0,0,0.1,0
Salih Özcan,MF,Dortmund,26.0,11,391,0,0,0.3,0
Cenk Özkacar,DF,Valladolid,23.0,11,757,0,0,0.1,0
Nico O’Reilly,DF,Manchester City,19.0,9,528,2,0,1.3,3
Jon Pacheco,DF,Real Sociedad,23.0,14,854,0,0,0.1,0
Willian Pacho,DF,Paris S-G,22.0,28,2132,0,1,0.3,1
Daniele Padelli,GK,Udinese,38.0,1,90,0,0,0.0,0
Alex Padilla,GK,Athletic Club,20.0,5,321,0,0,0.0,0
Simone Pafundi,"MF,DF",Udinese,18.0,9,116,0,0,0.1,1
Exequiel Palacios,MF,Leverkusen,25.0,24,1155,1,6,1.5,8
Tomás Palacios,DF,Monza,21.0,8,446,0,0,0.0,0
Tomás Palacios,DF,Inter,21.0,2,11,0,0,0.0,0
Isaac Palazón Camacho,"MF,FW",Rayo Vallecano,29.0,35,2162,4,4,4.7,18
Alberto Paleari,GK,Torino,31.0,1,90,0,0,0.0,0
Marco Palestra,DF,Atalanta,19.0,9,222,0,0,0.0,0
João Palhinha,MF,Bayern Munich,29.0,17,673,0,0,0.7,3
Nicolas Pallois,DF,Nantes,36.0,26,2017,0,2,0.4,1
Matteo Palma,DF,Udinese,16.0,1,5,0,0,0.0,0
Alex Palmer,GK,Ipswich Town,27.0,13,1170,0,0,0.0,0
Cole Palmer,"MF,FW",Chelsea,22.0,37,3191,15,8,17.3,44
Emerson Palmieri,DF,West Ham,29.0,31,2113,2,1,2.0,7
Mats Pannewig,MF,Bochum,19.0,14,267,0,0,0.8,3
Lucas Paquetá,"MF,FW",West Ham,26.0,33,2380,4,0,5.3,3
Aitor Paredes,DF,Athletic Club,24.0,23,1812,3,0,2.3,3
Kevin Paredes,DF,Wolfsburg,21.0,2,123,0,1,0.4,0
Leandro Paredes,MF,Roma,30.0,22,1373,3,1,2.3,7
Daniel Parejo,MF,Villarreal,35.0,36,2273,3,3,2.5,2
Iago Parente,DF,Valladolid,18.0,1,71,0,0,0.0,0
Fabiano Parisi,"DF,MF",Fiorentina,23.0,25,1049,2,0,0.5,4
Thomas Partey,"MF,DF",Arsenal,31.0,35,2797,4,2,2.3,9
Mario Pašalić,MF,Atalanta,29.0,34,1967,3,4,6.6,11
Álvaro Pascual,FW,Sevilla,22.0,8,408,1,0,1.1,4
Felix Passlack,"DF,MF",Bochum,26.0,31,2334,1,6,1.3,6
Patric,DF,Lazio,31.0,10,607,1,0,1.1,1
Rui Patrício,GK,Atalanta,36.0,3,270,0,0,0.0,0
Nathan Patterson,DF,Everton,22.0,10,347,0,1,0.1,0
Benjamin Pavard,DF,Inter,28.0,23,1584,0,1,0.5,1
Aleksandar Pavlovic,MF,Bayern Munich,20.0,21,1451,1,0,0.6,4
Strahinja Pavlović,DF,Milan,23.0,24,1864,2,1,1.8,8
Leonardo Pavoletti,"FW,MF",Cagliari,35.0,26,445,2,0,2.7,7
Martín Payero,MF,Udinese,25.0,25,1381,1,1,1.2,5
Nicolas Pays,"FW,MF",Montpellier,20.0,9,447,0,0,1.3,1
Nicolás Paz,"MF,FW",Como,19.0,35,2687,6,8,9.3,37
Mads Pedersen,DF,Augsburg,27.0,7,235,0,0,0.1,0
Marcus Pedersen,DF,Torino,24.0,29,1362,0,0,0.6,3
Alfonso Pedraza,"DF,MF",Villarreal,28.0,12,460,0,2,0.5,2
Pedri,MF,Barcelona,21.0,37,2879,4,5,2.2,11
Pedro,"FW,MF",Lazio,37.0,30,1102,10,1,5.3,16
Kévin Pedro,DF,Saint-Étienne,18.0,1,10,0,0,0.0,0
Adrià Pedrosa,DF,Sevilla,26.0,31,2298,1,1,0.9,7
Jordan Pefok,FW,Reims,28.0,7,380,1,0,0.9,2
Jordan Pefok,FW,Union Berlin,28.0,18,908,0,1,3.2,7
Pejiño,FW,Las Palmas,28.0,1,16,0,0,0.0,0
Pietro Pellegri,FW,Empoli,23.0,11,414,3,0,0.3,4
Lorenzo Pellegrini,MF,Roma,28.0,25,1626,2,1,4.7,13
Luca Pellegrini,DF,Lazio,25.0,22,1067,0,4,0.7,4
Mateo Pellegrino,FW,Parma,23.0,13,737,3,1,3.3,9
Théo Pellenard,DF,Auxerre,30.0,2,45,0,0,0.0,0
Andy Pelmard,DF,Lecce,24.0,3,129,0,0,0.0,0
Andy Pelmard,DF,Las Palmas,24.0,4,205,0,0,0.0,0
Timothee Pembele,DF,Le Havre,21.0,20,1113,1,0,1.3,3
Faris Pemi Moumbagna,FW,Marseille,24.0,1,8,0,0,0.0,0
Iñaki Peña,GK,Barcelona,25.0,16,1396,0,0,0.0,0
Rubén Peña,"FW,DF",Osasuna,33.0,25,775,0,0,0.7,3
Nicolas Pépé,"FW,MF",Villarreal,29.0,28,1500,3,6,3.8,17
Peque,"MF,FW",Sevilla,21.0,26,1134,1,1,2.5,4
Sergiu Perciun,"FW,MF",Torino,18.0,5,152,0,0,0.0,1
Óscar Perea,"MF,DF",Strasbourg,18.0,2,14,0,0,0.0,0
Andreas Pereira,MF,Fulham,28.0,33,2013,2,4,3.8,8
Mathias Pereira Lage,"FW,MF",Brest,27.0,29,1571,2,7,3.3,15
Pedro Pereira,DF,Monza,26.0,35,2665,1,3,1.2,6
Ricardo Pereira,DF,Leicester City,30.0,10,388,0,0,0.1,1
Gastón Pereiro,MF,Genoa,29.0,2,31,0,0,0.0,0
Daniel Peretz,GK,Bayern Munich,24.0,3,270,0,0,0.0,0
Ayoze Pérez,FW,Villarreal,31.0,30,1970,19,2,12.7,31
Carles Pérez,"MF,FW",Getafe,26.0,27,1431,3,0,2.4,9
Francisco Perez,"FW,MF",Valencia,21.0,26,570,0,0,0.3,1
Kike Pérez,MF,Venezia,27.0,16,1114,1,0,0.9,7
Kike Pérez,MF,Valladolid,27.0,19,1191,2,0,2.1,4
Luis Pérez,DF,Valladolid,29.0,30,2558,0,0,0.2,2
Nehuén Pérez,DF,Udinese,24.0,2,180,0,0,0.0,0
Simone Perilli,GK,Hellas Verona,29.0,2,180,0,0,0.0,0
Mattia Perin,GK,Juventus,31.0,5,450,0,0,0.0,0
Romain Perraud,DF,Betis,26.0,28,2002,2,2,0.6,5
Lucas Perri,GK,Lyon,26.0,33,2970,0,0,0.0,0
Gaëtan Perrin,"MF,FW",Auxerre,28.0,34,2691,10,11,6.1,26
Máximo Perrone,MF,Como,21.0,26,1857,0,3,0.9,2
Noah Pesch,FW,Gladbach,19.0,1,6,0,0,0.0,0
Matteo Pessina,MF,Monza,27.0,11,854,0,0,0.2,0
Andrea Petagna,FW,Monza,29.0,13,335,0,0,0.2,0
Prosper Peter,"MF,FW",Angers,16.0,2,27,0,0,0.0,0
Léo Pétrot,DF,Saint-Étienne,27.0,31,2634,0,3,0.6,3
Đorđe Petrović,GK,Strasbourg,24.0,31,2790,0,0,0.0,0
Giuseppe Pezzella,"DF,FW",Empoli,26.0,35,2878,0,3,0.6,3
Valentín Pezzolesi,DF,Las Palmas,17.0,1,6,0,0,0.0,0
Luca Philipp,GK,Hoffenheim,23.0,6,540,0,0,0.0,0
Maximilian Philipp,"MF,FW",Freiburg,30.0,2,17,0,0,0.0,0
Kalvin Phillips,MF,Ipswich Town,28.0,19,1237,0,0,0.4,2
Jaden Philogene Bidace,"FW,MF",Aston Villa,22.0,11,332,0,0,0.5,0
Jaden Philogene Bidace,"FW,DF",Ipswich Town,22.0,10,474,2,0,2.0,5
Pica,DF,Alavés,22.0,9,499,0,0,0.3,1
Roberto Piccoli,FW,Cagliari,23.0,37,3127,10,1,12.7,28
Benedikt Pichler,FW,Holstein Kiel,27.0,18,785,1,2,2.3,9
Jordan Pickford,GK,Everton,30.0,38,3420,0,1,0.0,0
Amos Pieper,DF,Werder Bremen,26.0,23,1498,0,0,0.4,1
Marvin Pieringer,"FW,MF",Heidenheim,24.0,31,2206,7,4,8.9,17
Nicholas Pierini,MF,Venezia,25.0,2,83,0,0,0.0,0
Santiago Pierotti,FW,Lecce,23.0,36,1937,4,2,3.1,7
Balthazar Pierret,MF,Lecce,24.0,30,1723,0,0,0.2,0
Andrea Pinamonti,FW,Genoa,25.0,36,2850,10,1,7.7,29
Ethan Pinnock,DF,Brentford,31.0,22,1913,2,0,1.1,6
Yeremi Pino,"MF,FW",Villarreal,21.0,34,1934,4,7,3.9,8
Nicola Pintus,DF,Cagliari,19.0,1,4,0,0,0.0,0
Niccolò Pisilli,MF,Roma,19.0,28,1227,2,1,2.7,7
Damián Pizarro,"FW,MF",Udinese,19.0,2,16,0,0,0.0,0
Semuel Pizzignacco,GK,Monza,22.0,9,736,0,0,0.0,0
Alassane Pléa,"MF,FW",Gladbach,31.0,30,1902,11,4,7.4,12
Tommaso Pobega,MF,Bologna,25.0,21,1178,2,2,2.1,8
Daniel Podence,"MF,FW",Wolves,28.0,2,48,0,0,0.0,0
Joel Pohjanpalo,FW,Venezia,29.0,20,1603,6,0,7.5,13
Matteo Politano,"FW,MF",Napoli,30.0,37,2804,3,4,3.1,14
Alfie Pond,DF,Wolves,20.0,1,1,0,0,0.0,0
Marin Pongračić,DF,Fiorentina,26.0,19,1292,0,0,0.2,1
Nick Pope,GK,Newcastle Utd,32.0,28,2520,0,0,0.0,0
Finn Porath,"DF,MF",Holstein Kiel,27.0,31,1970,2,3,1.9,12
Pedro Porro,DF,Tottenham,24.0,33,2610,2,6,1.6,8
Portu,"FW,MF",Girona,32.0,27,779,1,2,1.6,3
Stefan Posch,DF,Bologna,27.0,14,714,0,0,0.3,0
Stefan Posch,DF,Atalanta,27.0,5,387,0,0,0.2,2
Tom Pouilly,"DF,MF",Lens,21.0,10,273,0,0,0.4,2
Yussuf Poulsen,"FW,MF",RB Leipzig,30.0,22,378,2,0,3.3,8
Beñat Prados,MF,Athletic Club,23.0,30,1715,1,0,1.0,5
Alexander Prass,DF,Hoffenheim,23.0,23,1566,0,1,0.9,1
Matteo Prati,MF,Cagliari,20.0,12,570,0,0,0.1,0
Abdón Prats,"FW,MF",Mallorca,31.0,24,456,2,0,2.2,4
David Preu,"MF,DF",Union Berlin,19.0,5,121,0,0,0.1,0
Grischa Prömel,MF,Hoffenheim,29.0,2,174,0,0,0.0,0
Ivan Provedel,GK,Lazio,30.0,29,2610,0,0,0.0,0
Ivan Prtajin,FW,Union Berlin,28.0,5,161,0,0,0.5,2
Javi Puado,"FW,MF",Espanyol,26.0,35,2974,12,4,11.6,19
Tymoteusz Puchacz,DF,Holstein Kiel,25.0,10,396,0,1,0.1,1
Diego Pugno,FW,Juventus,18.0,1,7,0,0,0.0,0
Christian Pulisic,"FW,MF",Milan,25.0,34,2478,11,9,12.0,20
Jarell Quansah,DF,Liverpool,21.0,13,495,0,0,0.1,0
Leopold Querfeld,DF,Union Berlin,20.0,27,1747,2,2,1.1,4
Dani Raba,"FW,MF",Leganés,28.0,29,1879,8,6,7.5,12
Adrien Rabiot,MF,Marseille,29.0,29,2485,9,4,7.3,22
Ionuț Radu,GK,Venezia,27.0,15,1350,0,0,0.0,0
Hamza Rafia,MF,Lecce,25.0,18,1058,0,0,0.5,2
Hákon Rafn Valdimarsson,GK,Brentford,22.0,2,145,0,0,0.0,0
Arnau Rafús,GK,Valladolid,21.0,1,90,0,0,0.0,0
Antonio Raillo,DF,Mallorca,32.0,36,3207,2,0,2.0,8
Antonio Raimondo,"FW,DF",Venezia,20.0,9,94,0,0,0.3,1
Ylber Ramadani,MF,Lecce,28.0,29,1807,1,1,0.6,6
Benito Ramírez,"DF,FW",Las Palmas,29.0,19,478,0,0,0.3,1
Sandro Ramírez,"FW,MF",Las Palmas,29.0,31,2034,9,3,4.1,20
Jacobo Ramón,DF,Real Madrid,19.0,3,204,1,0,0.2,1
Gonçalo Ramos,FW,Paris S-G,23.0,22,1066,10,3,13.6,29
Aaron Ramsdale,GK,Southampton,26.0,30,2700,0,0,0.0,0
Jacob Ramsey,"FW,MF",Aston Villa,23.0,29,1623,1,3,1.6,4
Luca Ranieri,DF,Fiorentina,25.0,35,2981,0,3,1.1,4
Grant Ranos,FW,Gladbach,21.0,2,20,0,0,0.0,0
Lilian Raolisoa,"DF,FW",Angers,24.0,29,1318,0,3,0.7,1
Raphinha,"FW,MF",Barcelona,27.0,36,2839,18,9,19.2,40
Marcus Rashford,"FW,MF",Manchester Utd,26.0,15,978,4,1,1.7,9
Marcus Rashford,FW,Aston Villa,26.0,10,444,2,2,3.1,5
Giacomo Raspadori,"FW,MF",Napoli,24.0,26,1103,6,1,4.0,14
Andrei Ratiu,DF,Rayo Vallecano,26.0,35,3065,2,3,1.8,7
Raúl,"FW,MF",Osasuna,23.0,32,750,4,0,3.5,12
David Raum,DF,RB Leipzig,26.0,22,1783,1,5,0.5,4
Federico Ravaglia,GK,Bologna,24.0,12,1056,0,0,0.0,0
Rayan Raveloson,"MF,DF",Auxerre,27.0,13,724,1,0,0.8,5
David Raya,GK,Arsenal,28.0,38,3420,0,0,0.0,0
Abderrahman Rebbach,"FW,MF",Alavés,25.0,8,385,0,0,0.2,1
Ante Rebić,"FW,MF",Lecce,30.0,27,788,1,0,2.1,5
Harrison Reed,MF,Fulham,29.0,12,108,0,0,0.2,2
Remy Rees-Dottin,FW,Bournemouth,18.0,1,1,0,0,0.0,0
Sergio Reguilón,DF,Tottenham,27.0,4,196,0,0,0.1,0
Tijjani Reijnders,MF,Milan,26.0,37,3128,10,4,7.5,28
Pepe Reina,GK,Como,41.0,12,1034,0,0,0.0,0
Vitor Reis,DF,Manchester City,18.0,1,1,0,0,0.0,0
Rocco Reitz,MF,Gladbach,22.0,27,1830,2,1,1.7,7
Nicolai Remberg,MF,Holstein Kiel,24.0,32,2417,0,1,1.5,2
Álex Remiro,GK,Real Sociedad,29.0,36,3240,0,0,0.0,0
Devyne Rensch,DF,Roma,21.0,14,469,0,1,0.3,2
Daniel Requena,MF,Villarreal,20.0,1,10,0,0,0.0,0
Guillaume Restes,GK,Toulouse,19.0,29,2543,0,1,0.0,0
Mateo Retegui,FW,Atalanta,25.0,36,2383,25,8,18.9,32
Elvis Rexhbeçaj,MF,Augsburg,26.0,27,1785,1,1,1.4,5
Gio Reyna,MF,Dortmund,21.0,16,350,2,0,0.2,2
Chadi Riad,DF,Crystal Palace,21.0,1,90,0,0,0.0,0
Alexsandro Ribeiro,DF,Lille,24.0,30,2700,1,1,1.6,4
Samuele Ricci,MF,Torino,22.0,34,2825,1,1,1.3,7
Declan Rice,MF,Arsenal,25.0,35,2825,4,7,3.5,14
Chris Richards,DF,Crystal Palace,24.0,24,1922,1,0,1.4,6
Amir Richardson,MF,Fiorentina,22.0,26,1024,1,1,0.9,5
Richarlison,FW,Tottenham,27.0,15,504,4,1,3.7,7
Diego Rico,DF,Getafe,31.0,33,2819,0,3,0.4,3
Fabian Rieder,"MF,FW",Stuttgart,22.0,21,867,1,3,1.4,7
Lasse Rieß,GK,Mainz 05,23.0,2,180,0,0,0.0,0
Luis Rioja,FW,Alavés,30.0,1,23,0,0,0.0,0
Luis Rioja,"MF,FW",Valencia,30.0,36,2831,5,3,3.3,12
Rodrigo Riquelme,"MF,DF",Atlético Madrid,24.0,16,516,0,1,0.9,4
Alberto Risco,"MF,FW",Getafe,18.0,5,69,0,0,0.2,1
Mihailo Ristić,"DF,MF",Celta Vigo,28.0,10,429,0,1,0.0,0
Lars Ritzka,"DF,MF",St. Pauli,26.0,21,922,1,0,0.4,1
Gorka Rivera Alonso,"DF,MF",Getafe,19.0,1,20,0,0,0.0,0
